player_id,season,week,position,team,snap_pct,routes,tprr,rush_share,target_share,goalline_share,two_min_share,yprr,yac_per_rec,mtf,succ_rate,epa_per_play_qb,team_epa_play,team_pace,team_rz_plays,team_pass_rate,injury_status,dnp_weeks_rolling,sos_ctx
00-0036233,2024,11,WR,DET,42.026,23.386,0.781,1.0,1.0,1.0,1.0,2.406,9.386,1.941,0.36,0.0,-0.014,70.147,11.489,,healthy,0,36.203
00-0036244,2024,11,TE,LA,41.781,36.39,0.424,0.421,1.0,1.0,1.0,0.993,3.813,1.047,0.368,0.0,0.001,55.923,9.003,,healthy,0,43.458
00-0036247,2024,11,WR,CHI,57.502,32.381,0.512,0.736,1.0,1.0,1.0,2.194,4.833,2.462,0.658,0.0,0.052,56.668,10.429,,healthy,0,57.971
00-0036250,2024,11,TE,GB,28.441,25.809,0.83,1.0,1.0,1.0,1.0,2.097,5.31,2.543,0.422,0.0,0.046,63.362,11.616,,healthy,0,56.102
00-0036251,2024,11,RB,CIN,62.46,18.966,0.466,1.0,1.0,1.0,1.0,2.301,7.438,0.465,0.394,0.0,0.063,72.708,10.505,,healthy,0,49.03
00-0036252,2024,11,WR,IND,49.795,28.252,0.627,0.77,1.0,1.0,1.0,2.143,3.619,3.486,0.348,0.0,0.058,60.288,12.222,,healthy,0,56.84
00-0036254,2024,11,WR,CHI,27.196,24.67,1.319,1.0,1.0,1.0,1.0,2.232,8.033,1.146,0.436,0.0,0.002,70.066,7.872,,healthy,0,38.642
00-0036255,2024,11,WR,PIT,59.502,32.017,0.412,1.0,1.0,1.0,1.0,2.629,3.125,3.308,0.397,0.0,0.059,62.344,13.651,,healthy,0,46.229
00-0036259,2024,11,WR,SF,61.997,26.225,0.531,0.506,1.0,1.0,1.0,2.767,3.052,2.412,0.466,0.0,0.027,57.703,8.564,,healthy,0,38.065
00-0036261,2024,11,WR,SF,23.541,35.008,0.832,0.195,1.0,1.0,1.0,1.984,4.778,0.28,0.515,0.0,0.073,58.364,8.455,,healthy,0,61.393
00-0036264,2024,11,QB,GB,57.248,0.0,0.0,1.0,0.0,1.0,1.0,2.485,6.906,0.278,0.544,0.064,0.121,53.013,11.584,,healthy,0,49.297
00-0036265,2024,11,RB,GB,58.367,20.174,0.479,1.0,1.0,1.0,1.0,1.486,6.947,0.901,0.363,0.0,0.015,62.177,14.591,,healthy,0,41.394
00-0036268,2024,11,WR,LAC,57.079,27.404,0.803,1.0,1.0,1.0,1.0,2.484,7.595,0.585,0.359,0.0,0.057,63.749,7.493,,healthy,0,58.25
00-0036269,2024,11,RB,PIT,71.552,25.717,0.504,1.0,1.0,1.0,1.0,1.77,7.141,3.255,0.36,0.0,0.104,62.754,8.085,,healthy,0,40.724
00-0036271,2024,11,WR,PIT,86.64,34.29,0.923,1.0,1.0,1.0,1.0,1.541,6.642,2.956,0.469,0.0,0.016,64.584,10.69,,healthy,0,56.484
00-0036275,2024,11,RB,CHI,46.597,11.1,0.53,1.0,1.0,1.0,1.0,0.965,9.031,0.178,0.561,0.0,0.076,73.498,13.899,,healthy,0,52.084
00-0036277,2024,11,WR,LA,97.355,23.91,1.141,1.0,1.0,1.0,1.0,3.284,10.056,1.634,0.41,0.0,0.055,64.26,10.176,,healthy,0,46.543
00-0036290,2024,11,TE,CHI,65.646,21.462,0.867,1.0,1.0,1.0,1.0,2.029,5.451,0.784,0.495,0.0,0.106,58.898,12.167,,healthy,0,35.412
00-0036297,2024,11,RB,CHI,62.296,23.372,0.477,1.0,1.0,1.0,1.0,2.021,8.465,1.744,0.366,0.0,0.086,66.873,10.66,,healthy,0,57.486
00-0036309,2024,11,WR,ATL,47.857,30.453,0.875,1.0,1.0,1.0,1.0,2.673,6.404,0.0,0.522,0.0,-0.041,65.036,12.047,,healthy,0,66.009
00-0036312,2024,11,QB,LV,64.961,0.0,0.0,1.0,0.0,1.0,1.0,1.763,6.693,0.208,0.451,0.098,0.092,66.802,10.96,,healthy,0,64.534
00-0036322,2024,11,WR,MIN,36.436,36.277,0.297,1.0,1.0,1.0,1.0,3.258,5.017,1.45,0.513,0.0,-0.031,63.488,13.58,,healthy,0,53.821
00-0036326,2024,11,WR,BUF,84.55,34.168,0.979,1.0,1.0,1.0,1.0,1.462,6.958,3.417,0.599,0.0,-0.031,67.748,8.835,,healthy,0,57.063
00-0036328,2024,11,RB,NE,86.156,14.408,0.529,1.0,1.0,1.0,1.0,2.301,11.374,0.0,0.499,0.0,0.065,58.702,12.542,,healthy,0,42.19
00-0036331,2024,11,WR,JAX,84.76,42.913,0.667,1.0,1.0,1.0,1.0,0.97,7.352,2.962,0.59,0.0,0.118,59.027,11.013,,healthy,0,57.763
00-0036332,2024,11,TE,JAX,39.528,38.951,0.421,0.835,1.0,1.0,1.0,1.374,4.3,2.851,0.595,0.0,0.031,63.702,11.215,,healthy,0,66.266
00-0036336,2024,11,RB,MIA,75.78,21.703,0.451,1.0,1.0,1.0,1.0,0.962,8.08,2.281,0.589,0.0,-0.039,56.726,15.956,,healthy,0,51.763
00-0036345,2024,11,WR,WAS,51.816,31.063,0.558,1.0,1.0,1.0,1.0,1.078,3.195,3.023,0.523,0.0,0.019,56.762,14.876,,healthy,0,55.634
00-0036355,2024,11,QB,LAC,92.278,0.0,0.0,1.0,0.0,1.0,1.0,2.818,10.41,3.384,0.543,0.026,-0.023,55.841,8.882,,healthy,0,58.371
00-0036358,2024,11,WR,DAL,87.905,31.499,0.934,0.526,1.0,1.0,1.0,2.426,7.253,3.731,0.367,0.0,0.112,56.09,7.897,,healthy,0,48.279
00-0036360,2024,11,RB,NO,73.174,26.374,0.479,1.0,1.0,1.0,1.0,1.713,12.308,2.688,0.373,0.0,0.056,59.789,12.531,,healthy,0,45.043
00-0036370,2024,11,RB,TEN,43.045,20.059,0.502,1.0,1.0,1.0,1.0,1.809,8.305,2.047,0.616,0.0,0.026,53.142,15.99,,healthy,0,56.816
00-0036384,2024,11,QB,NO,72.681,0.0,0.0,1.0,0.0,1.0,1.0,3.428,9.227,2.717,0.451,-0.052,0.015,70.34,8.328,,healthy,0,61.264
00-0036387,2024,11,WR,LAC,23.257,30.058,0.643,1.0,1.0,1.0,1.0,1.776,4.048,1.701,0.434,0.0,0.15,61.574,8.252,,healthy,0,34.909
00-0036389,2024,11,QB,PHI,80.125,0.0,0.0,1.0,0.0,1.0,1.0,0.946,9.964,0.087,0.416,0.125,0.052,67.763,11.728,,healthy,0,51.626
00-0036407,2024,11,WR,CLE,53.97,37.525,0.758,1.0,1.0,1.0,1.0,1.529,6.477,2.839,0.592,0.0,0.069,74.088,14.118,,healthy,0,49.246
00-0036410,2024,11,WR,CIN,68.474,30.341,0.832,1.0,1.0,1.0,1.0,1.928,6.082,2.103,0.437,0.0,-0.053,52.381,10.14,,healthy,0,39.709
00-0036412,2024,11,WR,BUF,91.944,37.15,0.72,0.448,1.0,1.0,1.0,1.047,4.062,2.611,0.531,0.0,0.117,55.79,7.88,,healthy,0,40.58
00-0036414,2024,11,RB,MIN,95.954,48.355,0.471,1.0,1.0,1.0,1.0,1.823,9.974,3.422,0.477,0.0,0.115,61.457,12.127,,healthy,0,56.373
00-0036415,2024,11,WR,PIT,40.392,35.428,0.851,0.514,1.0,1.0,1.0,3.279,8.173,1.48,0.594,0.0,0.109,64.535,12.164,,healthy,0,57.781
00-0036422,2024,11,TE,DEN,40.274,34.261,0.372,1.0,1.0,1.0,1.0,3.18,8.358,1.201,0.387,0.0,-0.015,66.079,9.312,,healthy,0,58.823
00-0036423,2024,11,TE,IND,23.908,30.672,0.751,0.51,1.0,1.0,1.0,2.833,8.701,2.626,0.549,0.0,-0.01,59.354,8.842,,healthy,0,55.093
00-0036425,2024,11,RB,ARI,67.271,38.376,0.53,1.0,1.0,1.0,1.0,1.161,5.536,1.945,0.533,0.0,0.142,65.248,13.819,,healthy,0,50.773
00-0036427,2024,11,WR,LA,47.217,30.775,0.582,1.0,1.0,1.0,1.0,1.549,8.865,1.931,0.432,0.0,0.066,71.026,13.183,,healthy,0,41.092
00-0036429,2024,11,TE,ATL,72.022,25.629,0.516,1.0,1.0,1.0,1.0,2.097,6.104,1.371,0.43,0.0,0.099,51.093,16.454,,healthy,0,54.863
00-0036438,2024,11,TE,CAR,31.581,30.928,0.777,0.318,1.0,1.0,1.0,2.2,6.484,3.842,0.486,0.0,0.061,57.475,9.412,,healthy,0,50.921
00-0036439,2024,11,WR,IND,47.682,39.744,0.513,1.0,1.0,1.0,1.0,3.314,10.997,2.964,0.57,0.0,-0.031,53.353,9.985,,healthy,0,38.37
00-0036442,2024,11,QB,CIN,80.534,0.0,0.0,1.0,0.0,1.0,1.0,2.111,8.076,1.068,0.554,0.257,0.059,56.779,11.817,,healthy,0,68.721
00-0036450,2024,11,RB,SF,56.419,23.571,0.48,1.0,1.0,1.0,1.0,1.349,9.927,1.519,0.479,0.0,-0.004,61.427,10.698,,healthy,0,34.126
00-0036456,2024,11,TE,CAR,94.614,20.999,0.659,0.686,1.0,1.0,1.0,1.712,9.188,0.106,0.543,0.0,0.013,51.857,10.849,,healthy,0,42.68
00-0036463,2024,11,WR,ATL,40.392,38.024,0.614,1.0,1.0,1.0,1.0,2.649,10.436,1.311,0.472,0.0,0.117,61.315,16.859,,healthy,0,46.558
00-0036471,2024,11,WR,MIA,49.576,43.846,0.379,1.0,1.0,1.0,1.0,2.932,9.284,2.781,0.463,0.0,0.064,68.157,10.176,,healthy,0,47.735
00-0036474,2024,11,TE,MIN,64.16,33.041,0.325,0.64,1.0,1.0,1.0,1.868,5.434,0.583,0.38,0.0,0.073,63.315,10.366,,healthy,0,41.701
00-0036482,2024,11,WR,WAS,42.372,43.887,0.695,1.0,1.0,1.0,1.0,2.306,10.195,2.218,0.52,0.0,0.075,53.267,12.342,,healthy,0,46.513
00-0036491,2024,11,WR,MIA,42.932,41.057,0.594,1.0,1.0,1.0,1.0,2.183,3.698,2.956,0.417,0.0,-0.023,59.782,14.202,,healthy,0,50.636
00-0036493,2024,11,RB,NYJ,85.137,36.256,0.453,1.0,1.0,1.0,1.0,1.61,8.633,1.15,0.688,0.0,0.072,67.616,8.992,,healthy,0,41.391
00-0036497,2024,11,WR,JAX,56.431,28.825,0.748,1.0,1.0,1.0,1.0,1.669,9.935,3.738,0.534,0.0,0.033,61.942,11.291,,healthy,0,50.756
00-0036510,2024,11,TE,NYJ,62.725,23.954,0.519,0.704,1.0,1.0,1.0,1.663,5.126,3.75,0.418,0.0,0.112,69.113,16.867,,healthy,0,47.873
00-0036527,2024,11,WR,LV,37.464,40.035,0.78,1.0,1.0,1.0,1.0,3.095,7.455,1.587,0.349,0.0,0.035,68.118,15.963,,healthy,0,57.311
00-0036534,2024,11,TE,DET,21.822,21.923,0.393,1.0,1.0,1.0,1.0,1.885,3.622,2.115,0.465,0.0,-0.003,65.346,11.572,,healthy,0,54.725
00-0036543,2024,11,RB,ATL,95.735,47.129,0.535,1.0,1.0,1.0,1.0,2.204,7.86,0.096,0.314,0.0,0.073,66.616,11.022,,healthy,0,47.064
00-0036550,2024,11,WR,BAL,90.823,24.568,0.883,1.0,1.0,1.0,1.0,2.206,4.843,1.407,0.53,0.0,0.034,61.851,12.518,,healthy,0,44.478
00-0036554,2024,11,WR,HOU,27.895,29.692,0.328,1.0,1.0,1.0,1.0,2.898,3.162,1.389,0.384,0.0,0.124,63.976,14.393,,healthy,0,47.565
00-0036555,2024,11,RB,CAR,76.538,21.218,0.449,1.0,1.0,1.0,1.0,2.632,4.473,1.954,0.61,0.0,0.069,60.988,11.931,,healthy,0,48.327
00-0036556,2024,11,TE,HOU,42.322,34.832,0.237,1.0,1.0,1.0,1.0,2.031,10.961,2.81,0.488,0.0,0.025,52.496,8.661,,healthy,0,50.441
00-0036565,2024,11,TE,LAC,40.764,31.287,0.526,1.0,1.0,1.0,1.0,2.905,3.208,3.205,0.626,0.0,0.125,61.553,13.648,,healthy,0,37.855
00-0036567,2024,11,RB,SF,60.002,41.901,0.521,1.0,1.0,1.0,1.0,3.439,10.421,3.825,0.422,0.0,0.057,52.162,12.741,,healthy,0,54.412
00-0036569,2024,11,RB,CIN,50.792,11.462,0.445,1.0,1.0,1.0,1.0,2.018,5.417,3.719,0.522,0.0,0.02,61.917,16.79,,healthy,0,47.206
00-0036582,2024,11,RB,GB,67.129,41.23,0.534,1.0,1.0,1.0,1.0,2.08,4.037,1.497,0.372,0.0,-0.049,71.191,10.456,,healthy,0,41.822
00-0036590,2024,11,TE,BUF,59.266,21.451,0.53,1.0,1.0,1.0,1.0,2.92,4.197,1.687,0.453,0.0,0.059,69.345,11.208,,healthy,0,37.488
00-0036613,2024,11,WR,MIA,85.284,24.54,1.261,1.0,1.0,1.0,1.0,3.467,3.396,1.167,0.383,0.0,0.137,66.275,10.472,,healthy,0,41.478
00-0036620,2024,11,WR,MIA,68.893,37.524,0.365,1.0,1.0,1.0,1.0,2.2,4.37,3.688,0.53,0.0,0.077,53.355,10.501,,healthy,0,35.926
00-0036626,2024,11,WR,WAS,46.062,41.935,0.559,1.0,1.0,1.0,1.0,1.29,6.534,2.976,0.429,0.0,-0.008,61.925,11.884,,healthy,0,46.369
00-0036627,2024,11,WR,LAC,27.808,37.897,0.789,1.0,1.0,1.0,1.0,1.582,4.445,0.531,0.381,0.0,0.072,65.692,13.621,,healthy,0,56.365
00-0036628,2024,11,TE,WAS,73.08,32.388,0.5,0.474,1.0,1.0,1.0,2.952,6.879,3.682,0.621,0.0,0.101,62.523,9.375,,healthy,0,51.773
00-0036630,2024,11,WR,BAL,81.803,34.024,0.845,0.419,1.0,1.0,1.0,2.565,4.442,2.93,0.391,0.0,0.058,69.181,14.2,,healthy,0,45.615
00-0036635,2024,11,WR,NYG,53.652,42.141,0.3,1.0,1.0,1.0,1.0,2.66,3.878,0.738,0.351,0.0,0.079,65.53,15.877,,healthy,0,60.206
00-0036637,2024,11,TE,KC,58.424,27.177,0.728,0.866,1.0,1.0,1.0,2.43,4.758,1.49,0.533,0.0,0.071,69.465,9.221,,healthy,0,35.856
00-0036640,2024,11,TE,BUF,70.607,34.965,0.446,0.86,1.0,1.0,1.0,2.368,5.051,3.51,0.394,0.0,-0.017,62.042,13.406,,healthy,0,54.018
00-0036646,2024,11,WR,LAC,55.917,29.714,0.778,1.0,1.0,1.0,1.0,2.47,6.696,1.551,0.417,0.0,0.103,58.816,12.238,,healthy,0,53.028
00-0036647,2024,11,WR,SEA,82.227,31.356,1.026,0.827,1.0,1.0,1.0,1.56,11.44,1.455,0.372,0.0,-0.004,68.952,13.687,,healthy,0,41.768
00-0036652,2024,11,WR,DAL,84.412,29.949,0.601,0.747,1.0,1.0,1.0,1.483,5.858,2.736,0.341,0.0,-0.034,64.919,10.013,,healthy,0,37.788
00-0036654,2024,11,RB,WAS,55.328,34.152,0.438,1.0,1.0,1.0,1.0,2.477,7.531,2.647,0.629,0.0,0.07,63.712,11.48,,healthy,0,49.786
00-0036657,2024,11,WR,DAL,52.578,37.409,0.705,1.0,1.0,1.0,1.0,1.986,11.845,3.165,0.576,0.0,0.035,75.563,9.557,,healthy,0,64.718
00-0036670,2024,11,RB,DET,95.076,30.875,0.494,1.0,1.0,1.0,1.0,2.16,3.762,3.208,0.608,0.0,-0.037,62.701,13.265,,healthy,0,54.293
00-0036671,2024,11,WR,CAR,86.43,22.612,0.531,0.191,1.0,1.0,1.0,1.015,9.367,3.792,0.402,0.0,0.018,55.598,11.713,,healthy,0,49.211
00-0036674,2024,11,TE,JAX,62.891,37.821,0.328,0.663,1.0,1.0,1.0,2.978,3.527,2.013,0.477,0.0,0.133,69.976,12.507,,healthy,0,38.627
00-0036676,2024,11,WR,PHI,27.227,33.699,0.502,1.0,1.0,1.0,1.0,3.269,8.441,1.57,0.629,0.0,0.131,53.537,12.492,,healthy,0,38.474
00-0036679,2024,11,QB,BUF,61.338,0.0,0.0,1.0,0.0,1.0,1.0,2.225,7.135,0.489,0.542,-0.024,0.071,59.19,12.993,,healthy,0,42.438
00-0036692,2024,11,TE,LA,51.123,36.178,0.293,1.0,1.0,1.0,1.0,2.326,3.988,2.064,0.568,0.0,0.021,64.813,12.677,,healthy,0,58.797
00-0036727,2024,11,RB,NO,80.438,14.687,0.46,1.0,1.0,1.0,1.0,2.208,4.584,3.723,0.415,0.0,0.062,54.93,11.532,,healthy,0,42.983
00-0036741,2024,11,TE,MIA,19.994,36.027,0.426,1.0,1.0,1.0,1.0,2.537,3.293,0.362,0.346,0.0,-0.001,58.734,10.682,,healthy,0,36.036
00-0036753,2024,11,TE,ARI,35.021,19.711,0.441,1.0,1.0,1.0,1.0,2.732,6.552,1.202,0.652,0.0,-0.039,61.413,14.634,,healthy,0,42.388
00-0036754,2024,11,TE,DET,57.685,20.862,0.79,1.0,1.0,1.0,1.0,1.727,8.506,0.096,0.462,0.0,0.13,62.223,9.936,,healthy,0,58.652
00-0036755,2024,11,RB,LAC,49.474,43.679,0.533,1.0,1.0,1.0,1.0,1.937,8.102,2.901,0.513,0.0,0.063,60.652,11.64,,healthy,0,46.993
00-0036775,2024,11,WR,NYJ,42.541,28.616,0.983,1.0,1.0,1.0,1.0,1.363,5.885,1.582,0.387,0.0,-0.051,57.179,14.544,,healthy,0,52.433
00-0036779,2024,11,TE,DEN,32.266,40.362,0.508,1.0,1.0,1.0,1.0,1.399,10.05,0.206,0.503,0.0,0.133,58.784,10.938,,healthy,0,35.918
00-0036825,2024,11,TE,CAR,84.507,22.57,0.678,1.0,1.0,1.0,1.0,2.432,5.616,3.134,0.581,0.0,0.1,57.252,13.703,,healthy,0,35.932
00-0036841,2024,11,WR,JAX,34.433,30.349,0.655,1.0,1.0,1.0,1.0,1.941,11.033,1.013,0.616,0.0,0.023,61.9,12.164,,healthy,0,62.926
00-0036842,2024,11,RB,NYJ,72.378,33.439,0.52,1.0,1.0,1.0,1.0,1.677,11.198,3.432,0.352,0.0,0.071,73.131,10.15,,healthy,0,48.699
00-0036849,2024,11,WR,LA,23.36,29.956,0.634,1.0,1.0,1.0,1.0,1.352,4.648,0.354,0.594,0.0,0.073,66.776,13.732,,healthy,0,54.456
00-0036857,2024,11,RB,CIN,85.4,46.31,0.474,1.0,1.0,1.0,1.0,3.193,11.967,1.985,0.501,0.0,0.128,61.072,14.853,,healthy,0,64.485
00-0036858,2024,11,WR,CLE,57.133,29.365,1.062,1.0,1.0,1.0,1.0,2.491,11.068,3.011,0.589,0.0,0.063,60.299,11.614,,healthy,0,54.395
00-0036860,2024,11,RB,JAX,96.722,20.928,0.455,1.0,1.0,1.0,1.0,2.934,7.198,1.46,0.414,0.0,-0.016,61.543,9.495,,healthy,0,50.221
00-0036862,2024,11,WR,PIT,84.683,31.567,0.684,1.0,1.0,1.0,1.0,3.044,7.019,3.452,0.614,0.0,0.079,60.512,15.77,,healthy,0,63.168
00-0036875,2024,11,RB,NE,65.52,42.767,0.464,1.0,1.0,1.0,1.0,3.448,6.885,2.829,0.44,0.0,-0.017,62.933,9.508,,healthy,0,45.55
00-0036876,2024,11,TE,IND,82.126,28.11,0.296,0.708,1.0,1.0,1.0,1.881,6.381,0.828,0.533,0.0,-0.04,62.18,11.71,,healthy,0,42.038
00-0036877,2024,11,WR,SEA,73.971,36.991,0.871,1.0,1.0,1.0,1.0,2.722,10.312,3.03,0.468,0.0,0.092,64.877,13.358,,healthy,0,58.366
00-0036879,2024,11,QB,IND,72.421,0.0,0.0,1.0,0.0,1.0,1.0,2.333,8.683,0.622,0.467,-0.004,0.032,66.451,8.654,,healthy,0,50.807
00-0036887,2024,11,TE,JAX,78.792,29.981,0.589,0.502,1.0,1.0,1.0,2.43,3.368,0.444,0.611,0.0,0.05,60.614,12.603,,healthy,0,53.075
00-0036893,2024,11,RB,PIT,66.567,23.263,0.517,1.0,1.0,1.0,1.0,1.614,10.279,2.318,0.507,0.0,0.066,61.696,9.088,,healthy,0,56.096
00-0036894,2024,11,TE,PIT,32.099,25.958,0.467,1.0,1.0,1.0,1.0,1.719,3.874,2.759,0.544,0.0,0.033,54.032,12.464,,healthy,0,52.655
00-0036898,2024,11,QB,HOU,45.929,0.0,0.0,1.0,0.0,1.0,1.0,1.041,10.289,2.848,0.369,0.081,-0.027,64.961,9.917,,healthy,0,44.433
00-0036900,2024,11,WR,CIN,95.577,35.048,0.955,1.0,1.0,1.0,1.0,2.147,7.529,2.471,0.57,0.0,0.052,55.202,9.44,,healthy,0,54.916
00-0036906,2024,11,RB,CIN,93.417,16.261,0.448,1.0,1.0,1.0,1.0,1.261,4.031,2.345,0.43,0.0,0.041,61.634,8.228,,healthy,0,45.889
00-0036912,2024,11,WR,PHI,57.711,37.379,0.255,1.0,1.0,1.0,1.0,3.36,9.81,1.636,0.458,0.0,0.001,72.828,8.357,,healthy,0,33.274
00-0036913,2024,11,WR,CLE,30.259,35.392,0.953,1.0,1.0,1.0,1.0,1.731,10.927,2.138,0.405,0.0,0.012,59.773,8.677,,healthy,0,51.701
00-0036918,2024,11,WR,PHI,50.86,42.282,0.688,1.0,1.0,1.0,1.0,1.451,9.415,3.109,0.409,0.0,0.013,61.216,11.318,,healthy,0,37.242
00-0036919,2024,11,RB,PHI,80.285,21.256,0.442,1.0,1.0,1.0,1.0,2.287,5.89,3.359,0.436,0.0,0.128,58.795,14.166,,healthy,0,45.965
00-0036924,2024,11,RB,ARI,60.248,43.821,0.449,1.0,1.0,1.0,1.0,1.955,7.763,3.791,0.435,0.0,-0.01,67.918,12.125,,healthy,0,52.217
00-0036928,2024,11,QB,TB,67.976,0.0,0.0,1.0,0.0,1.0,1.0,2.966,4.967,0.612,0.537,0.113,0.036,61.84,11.321,,healthy,0,61.25
00-0036929,2024,11,QB,PHI,58.367,0.0,0.0,1.0,0.0,1.0,1.0,2.013,5.321,0.61,0.45,0.197,0.145,60.18,9.129,,healthy,0,44.294
00-0036936,2024,11,WR,ATL,77.891,27.736,0.34,1.0,1.0,1.0,1.0,3.024,8.928,2.12,0.45,0.0,0.126,65.335,9.732,,healthy,0,61.305
00-0036939,2024,11,WR,NE,71.744,35.492,0.698,1.0,1.0,1.0,1.0,1.107,8.358,1.785,0.424,0.0,-0.018,55.175,11.871,,healthy,0,58.172
00-0036945,2024,11,QB,PIT,76.895,0.0,0.0,1.0,0.0,1.0,1.0,3.445,10.2,0.32,0.515,0.166,0.062,55.236,10.721,,healthy,0,55.447
00-0036950,2024,11,RB,ATL,95.107,30.359,0.477,1.0,1.0,1.0,1.0,2.026,6.601,3.556,0.613,0.0,0.007,65.458,14.059,,healthy,0,62.874
00-0036955,2024,11,WR,LV,24.44,43.398,0.668,1.0,1.0,1.0,1.0,3.05,8.212,1.937,0.464,0.0,0.086,67.183,15.738,,healthy,0,45.263
00-0036959,2024,11,WR,DEN,53.124,29.885,0.719,1.0,1.0,1.0,1.0,1.392,8.208,2.12,0.409,0.0,0.1,74.442,13.872,,healthy,0,48.885
00-0036963,2024,11,WR,DET,44.943,33.931,0.743,1.0,1.0,1.0,1.0,1.533,10.698,3.037,0.374,0.0,0.072,56.113,9.328,,healthy,0,36.852
00-0036970,2024,11,TE,ATL,90.187,19.355,1.072,1.0,1.0,1.0,1.0,2.921,6.712,1.885,0.487,0.0,-0.036,62.661,7.269,,healthy,0,34.898
00-0036971,2024,11,QB,JAX,99.27,0.0,0.0,1.0,0.0,1.0,1.0,2.607,5.141,0.703,0.461,-0.001,0.066,61.4,10.055,,healthy,0,53.95
00-0036972,2024,11,QB,JAX,86.687,0.0,0.0,1.0,0.0,1.0,1.0,1.187,7.254,1.97,0.542,0.063,0.137,59.591,10.259,,healthy,0,41.065
00-0036973,2024,11,RB,JAX,44.833,14.429,0.471,1.0,1.0,1.0,1.0,1.865,4.097,2.662,0.403,0.0,0.144,62.716,8.02,,healthy,0,45.065
00-0036980,2024,11,WR,CLE,42.346,40.208,0.275,1.0,1.0,1.0,1.0,2.16,4.239,1.682,0.493,0.0,0.009,70.618,14.416,,healthy,0,39.387
00-0036984,2024,11,RB,IND,67.567,23.226,0.456,1.0,1.0,1.0,1.0,3.401,8.643,0.091,0.441,0.0,-0.011,70.966,15.48,,healthy,0,39.079
00-0036988,2024,11,WR,LAC,38.453,26.605,0.939,1.0,1.0,1.0,1.0,3.294,9.871,4.266,0.53,0.0,0.113,60.091,13.863,,healthy,0,43.199
00-0036997,2024,11,RB,DEN,67.345,29.947,0.495,1.0,1.0,1.0,1.0,2.645,3.719,0.18,0.395,0.0,0.025,61.546,12.985,,healthy,0,58.709
00-0036999,2024,11,WR,MIA,73.206,43.347,0.461,1.0,1.0,1.0,1.0,1.5,9.784,0.0,0.466,0.0,0.15,66.901,11.559,,healthy,0,53.17
00-0037004,2024,11,TE,LA,85.048,24.505,0.377,1.0,1.0,1.0,1.0,3.445,5.055,0.838,0.437,0.0,-0.025,68.967,13.331,,healthy,0,38.708
00-0037005,2024,11,TE,CAR,36.325,33.234,0.59,0.716,1.0,1.0,1.0,2.462,8.093,1.894,0.448,0.0,0.004,53.024,13.568,,healthy,0,61.75
00-0037011,2024,11,TE,CLE,44.291,39.971,0.443,0.104,1.0,1.0,1.0,1.434,6.692,1.991,0.345,0.0,0.028,64.042,15.517,,healthy,0,43.328
00-0037012,2024,11,QB,DAL,62.109,0.0,0.0,1.0,0.0,1.0,1.0,3.477,10.258,3.668,0.581,0.135,0.138,58.528,12.458,,healthy,0,58.631
00-0037013,2024,11,QB,DEN,63.816,0.0,0.0,1.0,0.0,1.0,1.0,2.515,6.184,2.694,0.452,0.061,-0.02,72.421,13.475,,healthy,0,32.421
00-0037015,2024,11,TE,TB,70.409,25.491,0.407,0.62,1.0,1.0,1.0,2.722,8.431,0.311,0.573,0.0,0.051,64.313,15.197,,healthy,0,62.294
00-0037020,2024,11,TE,ARI,23.08,21.574,0.805,1.0,1.0,1.0,1.0,2.749,7.407,0.818,0.541,0.0,0.041,65.428,14.088,,healthy,0,50.094
00-0037022,2024,11,TE,NO,25.596,25.427,0.465,1.0,1.0,1.0,1.0,3.232,10.875,2.602,0.474,0.0,-0.019,75.698,16.68,,healthy,0,55.887
00-0037031,2024,11,TE,LA,66.887,29.573,0.547,1.0,1.0,1.0,1.0,2.757,6.845,1.745,0.413,0.0,0.107,63.706,12.689,,healthy,0,56.916
00-0037055,2024,11,WR,PIT,84.424,31.028,0.803,1.0,1.0,1.0,1.0,2.628,6.703,2.762,0.451,0.0,-0.011,73.464,9.636,,healthy,0,47.802
00-0037068,2024,11,QB,JAX,79.054,0.0,0.0,1.0,0.0,1.0,1.0,2.48,10.191,0.527,0.38,-0.005,0.03,68.972,10.679,,healthy,0,43.801
00-0037077,2024,11,QB,SEA,46.702,0.0,0.0,1.0,0.0,1.0,1.0,2.844,7.342,3.336,0.449,0.121,0.024,62.919,11.862,,healthy,0,32.39
00-0037078,2024,11,TE,WAS,22.567,34.617,0.549,0.725,1.0,1.0,1.0,2.526,8.014,0.784,0.522,0.0,0.067,74.451,13.188,,healthy,0,44.649
00-0037085,2024,11,RB,DEN,85.081,46.244,0.487,1.0,1.0,1.0,1.0,1.712,4.448,3.43,0.624,0.0,-0.031,60.756,10.237,,healthy,0,36.676
00-0037086,2024,11,TE,PHI,33.649,30.057,0.686,0.284,1.0,1.0,1.0,1.52,5.711,0.0,0.576,0.0,0.053,74.808,9.194,,healthy,0,43.836
00-0037091,2024,11,WR,GB,42.235,31.867,0.353,1.0,1.0,1.0,1.0,3.451,8.798,0.436,0.37,0.0,0.111,67.673,10.469,,healthy,0,39.162
00-0037093,2024,11,WR,SEA,65.808,41.438,0.415,1.0,1.0,1.0,1.0,2.928,5.072,0.9,0.636,0.0,0.02,66.193,11.414,,healthy,0,60.321
