player_id,season,week,position,team,snap_pct,routes,tprr,rush_share,target_share,goalline_share,two_min_share,yprr,yac_per_rec,mtf,succ_rate,epa_per_play_qb,team_epa_play,team_pace,team_rz_plays,injury_status,dnp_weeks_rolling,sos_ctx
00-0036032,2024,7,TE,IND,86.9,26.5,0.346,2.5,9.2,27.1,21.7,2.89,6.2,0.4,0.477,0.0,0.006,70.4,16.0,healthy,0,41.4
00-0036040,2024,7,TE,NO,51.3,38.4,0.291,0.2,11.2,30.0,24.0,2.71,10.1,1.7,0.578,0.0,0.023,62.3,15.0,healthy,0,54.7
00-0036059,2024,7,TE,SEA,30.4,30.3,0.36,2.8,10.9,22.5,18.0,2.16,6.4,2.8,0.458,0.0,0.061,67.0,12.0,healthy,0,48.5
00-0036080,2024,7,WR,NYJ,20.8,38.2,0.481,0.2,18.4,19.5,15.6,3.29,8.5,3.5,0.614,0.0,0.041,68.7,9.0,healthy,0,42.0
00-0036096,2024,7,RB,HOU,84.9,40.9,0.5,30.4,20.4,33.3,26.6,1.82,7.2,2.4,0.52,0.0,-0.023,59.7,8.0,healthy,0,43.3
00-0036133,2024,7,WR,CLE,67.5,41.9,0.616,3.4,25.8,10.3,8.2,3.25,6.5,1.8,0.551,0.0,0.03,62.5,13.0,healthy,0,54.0
00-0036139,2024,7,RB,DAL,49.1,36.2,0.5,28.7,18.1,31.7,25.4,2.81,8.6,2.5,0.4,0.0,0.078,64.0,9.0,healthy,0,37.0
00-0036145,2024,7,TE,WAS,78.6,23.1,0.51,0.6,11.8,25.6,20.5,2.94,11.1,3.8,0.47,0.0,-0.021,70.2,14.0,healthy,0,38.6
00-0036158,2024,7,RB,LAC,82.7,41.2,0.5,30.7,20.6,28.0,22.4,1.64,9.4,1.3,0.499,0.0,0.121,68.1,13.0,healthy,0,41.2
00-0036165,2024,7,WR,NYG,39.4,39.6,0.372,4.3,14.7,16.7,13.4,1.81,7.8,1.8,0.59,0.0,0.121,60.6,11.0,healthy,0,40.2
00-0036173,2024,7,TE,NO,75.4,33.6,0.561,2.4,18.9,14.7,11.8,1.49,6.4,1.7,0.579,0.0,-0.035,63.5,13.0,healthy,0,58.1
00-0036176,2024,7,WR,TEN,44.0,34.4,0.954,4.3,32.8,18.8,15.0,1.08,8.5,3.1,0.646,0.0,0.076,67.2,15.0,healthy,0,48.1
00-0036182,2024,7,WR,TEN,64.5,36.1,0.616,1.4,22.2,6.7,5.3,1.73,4.8,3.2,0.439,0.0,0.047,62.7,11.0,healthy,0,50.8
00-0036183,2024,7,WR,LV,92.3,44.0,0.399,2.7,17.6,15.8,12.6,2.13,10.1,2.2,0.358,0.0,0.022,64.8,11.0,healthy,0,48.7
00-0036187,2024,7,RB,BUF,65.5,49.0,0.5,42.0,24.5,12.4,10.0,2.94,5.9,0.5,0.423,0.0,0.063,65.7,12.0,healthy,0,61.1
00-0036196,2024,7,WR,JAX,82.3,34.9,0.903,3.9,31.5,13.2,10.5,2.49,4.6,2.1,0.565,0.0,0.135,69.0,12.0,healthy,0,59.2
00-0036197,2024,7,QB,DET,57.3,0.0,0.0,6.9,0.0,3.0,2.4,2.49,8.2,0.3,0.406,0.131,0.146,69.5,15.0,healthy,0,58.7
00-0036212,2024,7,QB,MIA,57.1,0.0,0.0,7.5,0.0,0.3,0.2,2.41,7.5,1.8,0.592,0.242,-0.037,70.7,13.0,healthy,0,58.1
00-0036219,2024,7,WR,TB,54.1,29.0,0.804,3.0,23.3,12.4,9.9,1.61,7.9,0.4,0.546,0.0,0.118,59.0,14.0,healthy,0,47.8
00-0036223,2024,7,RB,IND,55.0,23.4,0.5,42.9,11.7,26.3,21.1,3.09,5.1,2.0,0.471,0.0,0.1,64.9,10.0,healthy,0,53.5
00-0036225,2024,7,TE,HOU,93.7,35.9,0.605,2.6,21.7,11.5,9.2,2.63,8.3,0.9,0.606,0.0,-0.042,68.4,8.0,healthy,0,50.8
00-0036232,2024,7,TE,LV,46.9,27.1,0.357,0.8,9.7,26.7,21.3,1.07,4.9,0.7,0.56,0.0,0.097,65.5,12.0,healthy,0,43.7
00-0036233,2024,7,WR,DET,79.8,39.4,0.53,3.0,20.9,5.1,4.1,2.74,3.2,0.7,0.43,0.0,-0.033,61.0,13.0,healthy,0,35.2
00-0036244,2024,7,TE,LA,93.2,26.0,0.767,1.7,20.0,13.3,10.7,3.44,7.3,2.0,0.491,0.0,0.001,59.7,11.0,healthy,0,56.3
00-0036247,2024,7,WR,CHI,35.0,35.4,0.926,2.8,32.7,9.9,7.9,3.32,9.0,1.3,0.507,0.0,0.09,65.6,9.0,healthy,0,43.0
00-0036250,2024,7,TE,GB,55.1,39.7,0.216,3.0,8.6,29.8,23.8,1.85,4.9,3.0,0.513,0.0,0.053,63.9,15.0,healthy,0,55.4
00-0036251,2024,7,RB,CIN,87.5,17.6,0.5,17.1,8.8,34.2,27.4,3.44,4.5,0.2,0.523,0.0,0.077,62.1,11.0,healthy,0,53.7
00-0036252,2024,7,WR,IND,28.9,44.1,0.493,1.1,21.7,11.4,9.1,1.29,3.9,4.0,0.465,0.0,-0.021,58.3,10.0,healthy,0,64.9
00-0036254,2024,7,WR,CHI,31.3,33.3,0.575,4.7,19.1,20.0,16.0,3.4,9.5,0.4,0.575,0.0,0.143,61.1,16.0,healthy,0,57.8
00-0036255,2024,7,WR,PIT,76.2,31.8,0.624,1.6,19.8,13.4,10.7,2.11,9.7,2.0,0.466,0.0,0.075,69.2,13.0,healthy,0,45.9
00-0036259,2024,7,WR,SF,51.1,43.6,0.539,4.2,23.5,8.6,6.9,1.06,6.0,3.5,0.397,0.0,0.01,61.0,16.0,healthy,0,43.8
00-0036261,2024,7,WR,SF,23.9,32.5,0.415,1.7,13.5,7.5,6.0,1.88,7.7,0.1,0.545,0.0,0.059,62.7,13.0,healthy,0,59.6
00-0036264,2024,7,QB,GB,44.2,0.0,0.0,10.0,0.0,2.7,2.2,1.58,4.7,0.7,0.596,0.282,0.135,70.1,12.0,healthy,0,63.6
00-0036265,2024,7,RB,GB,49.2,15.7,0.5,38.4,7.8,30.0,24.0,1.88,11.0,0.0,0.536,0.0,0.013,61.9,8.0,healthy,0,47.6
00-0036268,2024,7,WR,LAC,26.7,26.6,0.934,3.6,24.9,7.3,5.8,1.96,11.7,1.8,0.557,0.0,0.064,59.4,14.0,healthy,0,48.0
00-0036269,2024,7,RB,PIT,72.7,13.2,0.5,22.4,6.6,32.0,25.6,1.54,10.0,1.3,0.586,0.0,0.068,61.8,10.0,healthy,0,46.7
00-0036271,2024,7,WR,PIT,25.6,26.2,1.03,4.6,27.0,17.1,13.6,2.59,6.5,3.8,0.599,0.0,0.115,61.0,15.0,healthy,0,37.0
00-0036275,2024,7,RB,CHI,51.2,47.1,0.5,24.6,23.5,17.4,13.9,1.72,5.2,2.4,0.526,0.0,-0.02,60.9,12.0,healthy,0,58.0
00-0036277,2024,7,WR,LA,71.4,43.2,0.285,3.9,12.3,17.0,13.6,1.63,4.2,2.7,0.438,0.0,-0.021,67.1,11.0,healthy,0,58.2
00-0036290,2024,7,TE,CHI,48.7,26.1,0.578,1.4,15.1,11.9,9.5,2.44,6.1,2.4,0.595,0.0,0.142,64.1,15.0,healthy,0,64.7
00-0036297,2024,7,RB,CHI,89.7,13.3,0.5,38.2,6.6,21.7,17.4,2.77,8.7,0.5,0.444,0.0,-0.046,71.0,12.0,healthy,0,39.6
00-0036309,2024,7,WR,ATL,42.7,42.1,0.395,3.3,16.6,16.4,13.1,1.88,6.2,0.8,0.507,0.0,0.099,60.3,14.0,healthy,0,50.8
00-0036312,2024,7,QB,LV,54.6,0.0,0.0,13.2,0.0,0.0,0.0,3.38,7.3,0.9,0.389,0.125,0.134,71.5,8.0,healthy,0,43.3
00-0036322,2024,7,WR,MIN,82.4,43.2,0.677,4.7,29.2,15.6,12.5,2.91,5.8,0.9,0.541,0.0,0.049,69.5,13.0,healthy,0,55.1
00-0036326,2024,7,WR,BUF,32.1,43.1,0.479,1.0,20.7,12.3,9.8,1.81,5.2,3.1,0.647,0.0,0.015,60.7,13.0,healthy,0,42.2
00-0036328,2024,7,RB,NE,55.6,35.8,0.5,26.2,17.9,14.8,11.8,2.8,7.6,0.6,0.54,0.0,0.125,69.6,16.0,healthy,0,59.6
00-0036331,2024,7,WR,JAX,69.3,35.5,0.831,4.7,29.5,10.7,8.5,2.0,6.7,3.5,0.505,0.0,0.106,70.6,13.0,healthy,0,46.6
00-0036332,2024,7,TE,JAX,43.3,31.6,0.349,1.2,11.0,27.7,22.1,1.46,9.5,0.7,0.464,0.0,-0.027,61.3,16.0,healthy,0,45.9
00-0036336,2024,7,RB,MIA,71.1,42.8,0.5,27.1,21.4,30.7,24.6,1.83,3.8,0.7,0.566,0.0,0.018,66.4,8.0,healthy,0,59.9
00-0036345,2024,7,WR,WAS,58.3,40.0,0.847,2.4,33.8,16.9,13.5,1.03,8.9,2.5,0.52,0.0,0.104,67.6,15.0,healthy,0,63.0
00-0036355,2024,7,QB,LAC,91.4,0.0,0.0,6.2,0.0,5.5,4.4,3.42,7.7,3.3,0.561,0.082,0.132,60.1,13.0,healthy,0,50.4
00-0036358,2024,7,WR,DAL,86.4,33.4,0.55,0.6,18.4,19.0,15.2,2.76,4.3,2.7,0.505,0.0,0.069,59.5,12.0,healthy,0,56.5
00-0036360,2024,7,RB,NO,71.5,18.0,0.5,27.7,9.0,29.0,23.2,1.02,3.5,2.3,0.61,0.0,0.076,63.3,12.0,healthy,0,39.5
00-0036370,2024,7,RB,TEN,78.9,15.1,0.5,17.5,7.5,32.1,25.7,2.06,5.5,1.5,0.448,0.0,0.065,64.3,14.0,healthy,0,35.5
00-0036384,2024,7,QB,NO,66.0,0.0,0.0,13.0,0.0,1.8,1.4,2.64,5.6,1.7,0.478,0.128,-0.011,68.7,11.0,healthy,0,61.5
00-0036387,2024,7,WR,LAC,39.7,43.4,0.802,4.7,34.9,18.0,14.4,1.71,6.7,0.7,0.377,0.0,-0.009,59.3,11.0,healthy,0,57.3
00-0036389,2024,7,QB,PHI,61.5,0.0,0.0,6.7,0.0,7.0,5.6,3.25,3.3,1.2,0.422,0.09,-0.0,62.7,12.0,healthy,0,47.1
00-0036407,2024,7,WR,CLE,59.4,31.1,0.938,1.0,29.1,18.1,14.5,1.55,7.7,3.6,0.435,0.0,0.016,60.4,13.0,healthy,0,39.8
00-0036410,2024,7,WR,CIN,80.1,37.3,0.522,4.6,19.5,5.6,4.5,2.59,10.1,0.6,0.461,0.0,-0.018,67.5,15.0,healthy,0,49.7
00-0036412,2024,7,WR,BUF,52.0,27.0,1.132,1.3,30.5,12.7,10.2,3.35,11.4,2.8,0.605,0.0,0.018,63.0,16.0,healthy,0,41.3
00-0036414,2024,7,RB,MIN,52.3,30.5,0.5,35.6,15.3,18.8,15.0,1.73,5.1,0.5,0.414,0.0,0.1,64.4,15.0,healthy,0,38.7
00-0036415,2024,7,WR,PIT,93.5,41.6,0.365,1.3,15.2,6.2,4.9,1.48,5.6,0.4,0.464,0.0,0.099,62.1,15.0,healthy,0,60.6
00-0036422,2024,7,TE,DEN,47.6,26.4,0.801,2.2,21.2,26.0,20.8,1.78,3.5,2.6,0.538,0.0,-0.023,62.8,9.0,healthy,0,37.4
00-0036423,2024,7,TE,IND,94.6,32.2,0.491,1.2,15.8,24.4,19.5,1.2,6.3,2.9,0.403,0.0,0.055,70.8,10.0,healthy,0,60.6
00-0036425,2024,7,RB,ARI,68.4,14.3,0.5,18.4,7.1,27.2,21.8,3.35,6.5,1.9,0.487,0.0,0.014,64.2,12.0,healthy,0,45.4
00-0036427,2024,7,WR,LA,90.1,39.1,0.412,0.9,16.1,11.3,9.1,1.45,7.8,3.2,0.617,0.0,0.035,62.1,16.0,healthy,0,46.3
00-0036429,2024,7,TE,ATL,35.9,37.3,0.641,0.4,23.9,10.0,8.0,1.22,4.7,2.4,0.603,0.0,0.028,63.0,9.0,healthy,0,56.0
00-0036438,2024,7,TE,CAR,70.6,29.6,0.302,1.8,8.9,21.9,17.5,1.61,4.4,1.8,0.393,0.0,0.038,60.0,11.0,healthy,0,56.3
00-0036439,2024,7,WR,IND,31.6,38.9,0.546,2.4,21.2,13.0,10.4,2.1,9.2,1.4,0.503,0.0,0.009,67.8,9.0,healthy,0,41.1
00-0036442,2024,7,QB,CIN,41.1,0.0,0.0,7.0,0.0,2.7,2.2,1.03,4.9,3.3,0.635,0.003,0.04,71.0,8.0,healthy,0,51.0
00-0036450,2024,7,RB,SF,59.6,21.2,0.5,17.3,10.6,33.2,26.6,1.61,3.4,2.7,0.617,0.0,-0.02,64.8,13.0,healthy,0,43.1
00-0036456,2024,7,TE,CAR,34.3,29.9,0.755,0.2,22.6,15.2,12.1,2.48,3.9,1.5,0.377,0.0,-0.014,69.1,12.0,healthy,0,52.4
00-0036463,2024,7,WR,ATL,62.8,42.4,0.267,4.2,11.3,13.8,11.0,2.5,10.0,0.0,0.565,0.0,-0.028,64.4,15.0,healthy,0,51.9
00-0036471,2024,7,WR,MIA,88.3,37.3,0.308,2.1,11.5,9.3,7.5,2.39,9.2,1.8,0.47,0.0,-0.01,66.3,9.0,healthy,0,37.1
00-0036474,2024,7,TE,MIN,55.5,26.2,0.566,2.5,14.9,15.9,12.7,3.39,10.7,2.5,0.527,0.0,0.016,64.1,11.0,healthy,0,55.4
00-0036482,2024,7,WR,WAS,72.9,27.0,1.119,1.5,30.2,15.3,12.3,2.37,6.4,0.9,0.575,0.0,-0.032,60.8,8.0,healthy,0,62.3
00-0036491,2024,7,WR,MIA,57.5,38.7,0.662,3.4,25.6,6.9,5.5,2.27,5.1,0.7,0.634,0.0,0.116,71.2,10.0,healthy,0,45.5
00-0036493,2024,7,RB,NYJ,57.0,17.7,0.5,42.2,8.8,21.5,17.2,1.29,10.3,3.8,0.588,0.0,0.097,64.7,11.0,healthy,0,52.5
00-0036497,2024,7,WR,JAX,94.1,42.2,0.623,4.6,26.3,9.7,7.8,2.19,7.3,3.2,0.643,0.0,0.1,64.7,11.0,healthy,0,61.2
00-0036510,2024,7,TE,NYJ,31.8,36.2,0.466,2.6,16.9,23.7,19.0,2.48,9.4,1.0,0.441,0.0,0.015,71.9,13.0,healthy,0,51.3
00-0036527,2024,7,WR,LV,76.6,38.6,0.391,2.4,15.1,19.8,15.8,1.36,10.8,0.5,0.555,0.0,0.124,58.1,11.0,healthy,0,64.2
00-0036534,2024,7,TE,DET,61.7,26.5,0.597,0.8,15.8,28.7,22.9,1.58,11.5,3.9,0.617,0.0,0.016,68.3,10.0,healthy,0,64.5
00-0036543,2024,7,RB,ATL,98.8,37.1,0.5,26.2,18.5,28.1,22.4,1.93,10.5,2.8,0.568,0.0,0.087,69.7,11.0,healthy,0,64.0
00-0036550,2024,7,WR,BAL,56.5,34.2,0.753,3.5,25.8,12.1,9.7,1.25,6.4,2.4,0.409,0.0,-0.04,60.3,12.0,healthy,0,63.3
00-0036554,2024,7,WR,HOU,66.2,43.2,0.617,2.2,26.6,7.6,6.1,1.23,8.9,1.9,0.508,0.0,0.028,60.8,12.0,healthy,0,44.6
00-0036555,2024,7,RB,CAR,94.1,13.3,0.5,34.0,6.7,11.1,8.9,2.6,6.1,2.7,0.501,0.0,-0.037,68.3,14.0,healthy,0,47.7
00-0036556,2024,7,TE,HOU,65.5,35.6,0.414,2.6,14.7,14.5,11.6,2.41,10.4,0.9,0.488,0.0,0.054,58.5,10.0,healthy,0,49.4
00-0036565,2024,7,TE,LAC,85.0,39.8,0.456,1.7,18.1,13.5,10.8,3.29,10.1,3.5,0.407,0.0,0.04,63.2,11.0,healthy,0,58.8
00-0036567,2024,7,RB,SF,77.1,39.5,0.5,15.1,19.7,24.9,19.9,1.87,11.2,0.4,0.602,0.0,0.0,67.5,15.0,healthy,0,64.1
00-0036569,2024,7,RB,CIN,94.7,28.0,0.5,18.3,14.0,27.0,21.6,3.42,5.2,2.0,0.608,0.0,0.122,63.7,12.0,healthy,0,53.3
00-0036582,2024,7,RB,GB,44.7,30.4,0.5,15.0,15.2,15.1,12.1,2.15,11.8,0.6,0.64,0.0,-0.044,63.8,9.0,healthy,0,53.2
00-0036590,2024,7,TE,BUF,47.0,34.8,0.362,0.0,12.6,16.4,13.1,2.34,8.3,2.6,0.486,0.0,0.099,66.2,15.0,healthy,0,53.8
00-0036613,2024,7,WR,MIA,83.4,28.7,0.663,1.8,19.0,14.9,11.9,1.12,10.9,0.5,0.357,0.0,0.11,67.9,14.0,healthy,0,56.5
00-0036620,2024,7,WR,MIA,90.4,28.9,0.63,3.6,18.2,13.8,11.0,3.04,4.5,2.5,0.536,0.0,0.107,65.2,11.0,healthy,0,37.5
00-0036626,2024,7,WR,WAS,36.9,44.0,0.52,0.7,22.9,11.4,9.1,2.7,10.2,1.1,0.526,0.0,0.028,64.7,13.0,healthy,0,60.3
00-0036627,2024,7,WR,LAC,66.1,38.5,0.564,2.0,21.7,18.8,15.1,1.41,11.4,2.0,0.599,0.0,-0.033,60.9,14.0,healthy,0,44.2
00-0036628,2024,7,TE,WAS,23.5,31.8,0.494,0.7,15.7,11.8,9.4,1.47,10.7,0.7,0.42,0.0,0.076,60.0,8.0,healthy,0,45.1
00-0036630,2024,7,WR,BAL,77.0,34.7,0.909,2.7,31.6,13.9,11.1,1.19,10.7,0.6,0.611,0.0,0.031,63.1,11.0,healthy,0,63.7
00-0036635,2024,7,WR,NYG,35.7,38.3,0.455,0.2,17.4,7.9,6.4,2.81,10.8,1.0,0.508,0.0,0.016,69.3,11.0,healthy,0,45.5
00-0036637,2024,7,TE,KC,86.8,27.3,0.558,1.8,15.2,25.9,20.7,1.4,11.5,3.0,0.421,0.0,0.132,62.7,15.0,healthy,0,53.4
00-0036640,2024,7,TE,BUF,35.2,36.3,0.302,1.8,11.0,29.4,23.5,3.07,9.6,2.6,0.562,0.0,0.056,63.9,10.0,healthy,0,53.0
00-0036646,2024,7,WR,LAC,61.2,39.0,0.885,1.7,34.5,14.6,11.7,1.48,8.7,0.5,0.58,0.0,0.061,68.0,8.0,healthy,0,44.2
00-0036647,2024,7,WR,SEA,60.1,43.0,0.331,0.9,14.2,6.7,5.3,3.34,6.0,1.1,0.493,0.0,0.122,71.4,11.0,healthy,0,36.6
00-0036652,2024,7,WR,DAL,70.3,30.3,0.595,1.6,18.0,6.6,5.3,2.5,5.3,1.2,0.572,0.0,0.007,67.5,9.0,healthy,0,39.5
00-0036654,2024,7,RB,WAS,40.7,43.6,0.5,38.3,21.8,31.0,24.8,1.04,11.0,2.4,0.548,0.0,0.115,65.0,10.0,healthy,0,49.8
00-0036657,2024,7,WR,DAL,77.2,35.1,0.375,2.1,13.2,15.1,12.1,3.31,9.7,4.0,0.378,0.0,0.098,64.6,14.0,healthy,0,36.4
00-0036670,2024,7,RB,DET,73.3,12.7,0.5,45.0,6.3,25.9,20.7,2.32,6.5,0.6,0.443,0.0,0.013,69.4,13.0,healthy,0,39.6
00-0036671,2024,7,WR,CAR,69.0,44.1,0.427,0.7,18.8,15.3,12.2,1.35,8.7,1.5,0.428,0.0,0.124,65.0,8.0,healthy,0,60.4
00-0036674,2024,7,TE,JAX,33.3,28.5,0.392,1.7,11.2,23.9,19.1,2.24,8.3,3.3,0.485,0.0,-0.021,68.8,13.0,healthy,0,36.3
00-0036676,2024,7,WR,PHI,85.3,43.6,0.317,1.0,13.8,15.8,12.7,1.38,11.9,2.6,0.569,0.0,0.128,66.2,14.0,healthy,0,46.2
00-0036679,2024,7,QB,BUF,67.6,0.0,0.0,5.4,0.0,1.2,0.9,2.65,5.8,0.4,0.588,0.004,0.09,60.6,9.0,healthy,0,54.5
00-0036692,2024,7,TE,LA,71.1,31.3,0.491,0.2,15.4,22.5,18.0,1.03,6.5,4.0,0.503,0.0,0.004,60.8,12.0,healthy,0,60.3
00-0036727,2024,7,RB,NO,80.6,11.2,0.5,30.8,5.6,22.3,17.9,1.19,11.0,1.7,0.486,0.0,0.029,68.5,9.0,healthy,0,42.8
00-0036741,2024,7,TE,MIA,29.8,23.6,0.977,0.7,23.0,26.0,20.8,2.52,4.3,1.6,0.511,0.0,-0.004,70.8,11.0,healthy,0,49.3
00-0036753,2024,7,TE,ARI,61.4,21.0,0.555,0.7,11.7,19.1,15.2,2.32,4.8,2.1,0.396,0.0,0.122,59.2,14.0,healthy,0,56.0
00-0036754,2024,7,TE,DET,40.5,36.5,0.573,0.8,20.9,16.8,13.5,1.88,3.1,3.2,0.356,0.0,0.118,71.9,9.0,healthy,0,48.8
00-0036755,2024,7,RB,LAC,50.8,39.8,0.5,35.3,19.9,12.8,10.3,2.44,9.2,1.1,0.581,0.0,0.051,64.1,9.0,healthy,0,63.4
00-0036775,2024,7,WR,NYJ,33.4,26.1,0.752,2.7,19.6,5.4,4.3,1.67,7.1,2.6,0.419,0.0,-0.011,64.7,12.0,healthy,0,53.9
00-0036779,2024,7,TE,DEN,62.3,29.0,0.311,2.0,9.0,21.3,17.1,2.95,5.0,1.7,0.474,0.0,0.088,58.1,16.0,healthy,0,37.8
00-0036825,2024,7,TE,CAR,79.8,23.9,1.02,0.4,24.4,17.6,14.1,2.65,11.3,1.3,0.641,0.0,0.063,66.0,9.0,healthy,0,47.8
00-0036841,2024,7,WR,JAX,39.4,41.5,0.739,1.5,30.7,5.1,4.1,1.17,4.6,1.8,0.48,0.0,0.125,65.4,16.0,healthy,0,64.9
00-0036842,2024,7,RB,NYJ,50.8,18.7,0.5,28.6,9.4,21.7,17.4,1.54,3.3,2.8,0.568,0.0,-0.014,67.9,14.0,healthy,0,58.0
00-0036849,2024,7,WR,LA,61.0,27.5,1.035,2.2,28.4,9.6,7.7,2.3,7.2,2.6,0.502,0.0,0.111,65.3,11.0,healthy,0,36.4
00-0036857,2024,7,RB,CIN,77.7,30.3,0.5,42.8,15.1,17.9,14.3,1.11,8.9,0.1,0.37,0.0,0.004,59.7,12.0,healthy,0,53.0
00-0036858,2024,7,WR,CLE,81.8,33.0,0.647,2.5,21.3,15.1,12.1,3.22,7.5,0.2,0.569,0.0,0.078,61.1,14.0,healthy,0,44.7
00-0036860,2024,7,RB,JAX,82.4,41.2,0.5,24.5,20.6,34.9,27.9,1.32,5.5,3.0,0.512,0.0,0.052,64.6,9.0,healthy,0,49.7
00-0036862,2024,7,WR,PIT,80.8,28.0,0.887,0.8,24.8,16.4,13.1,2.69,8.4,2.7,0.429,0.0,-0.021,70.0,16.0,healthy,0,55.4
00-0036875,2024,7,RB,NE,96.6,31.0,0.5,36.2,15.5,29.4,23.5,2.05,5.8,3.1,0.502,0.0,0.126,66.7,8.0,healthy,0,54.2
00-0036876,2024,7,TE,IND,33.7,20.5,1.146,2.0,23.4,16.9,13.5,3.47,10.5,3.4,0.398,0.0,0.017,59.5,15.0,healthy,0,46.0
00-0036877,2024,7,WR,SEA,24.9,37.0,0.645,2.5,23.9,8.3,6.6,1.25,9.2,0.8,0.413,0.0,-0.027,58.6,11.0,healthy,0,56.4
00-0036879,2024,7,QB,IND,46.2,0.0,0.0,12.0,0.0,2.0,1.6,3.07,10.9,3.3,0.646,-0.069,0.015,62.8,14.0,healthy,0,39.9
00-0036887,2024,7,TE,JAX,60.2,20.1,1.168,2.3,23.4,27.1,21.7,3.13,5.3,2.2,0.477,0.0,0.106,58.5,8.0,healthy,0,39.8
00-0036893,2024,7,RB,PIT,84.6,19.4,0.5,43.7,9.7,12.7,10.1,1.51,3.1,0.2,0.592,0.0,-0.024,62.2,14.0,healthy,0,55.7
00-0036894,2024,7,TE,PIT,87.0,33.4,0.612,0.9,20.4,28.6,22.9,1.51,11.2,2.3,0.598,0.0,0.011,68.3,15.0,healthy,0,38.2
00-0036898,2024,7,QB,HOU,68.9,0.0,0.0,13.4,0.0,1.5,1.2,3.03,10.2,2.5,0.618,0.108,-0.003,69.6,11.0,healthy,0,62.5
00-0036900,2024,7,WR,CIN,59.1,44.1,0.567,0.6,25.0,14.1,11.2,1.56,5.0,0.9,0.561,0.0,0.149,64.1,11.0,healthy,0,56.6
00-0036906,2024,7,RB,CIN,49.3,40.5,0.5,17.2,20.2,33.2,26.6,3.05,11.7,3.9,0.557,0.0,0.1,64.1,10.0,healthy,0,54.2
00-0036912,2024,7,WR,PHI,88.2,44.8,0.225,3.4,10.1,7.8,6.3,2.25,11.5,1.9,0.5,0.0,0.046,67.9,10.0,healthy,0,62.3
00-0036913,2024,7,WR,CLE,81.2,33.7,0.329,3.5,11.1,6.6,5.3,1.77,5.9,3.4,0.564,0.0,-0.037,69.0,9.0,healthy,0,44.7
00-0036918,2024,7,WR,PHI,63.9,41.4,0.272,0.2,11.3,6.3,5.1,1.85,10.3,1.4,0.383,0.0,0.133,60.4,9.0,healthy,0,46.5
00-0036919,2024,7,RB,PHI,53.2,19.4,0.5,33.1,9.7,31.8,25.5,3.38,3.9,1.0,0.553,0.0,0.061,58.0,13.0,healthy,0,61.2
00-0036924,2024,7,RB,ARI,72.1,11.9,0.5,32.4,5.9,14.8,11.9,3.23,9.2,1.7,0.422,0.0,0.021,65.3,15.0,healthy,0,57.1
00-0036928,2024,7,QB,TB,50.6,0.0,0.0,12.1,0.0,6.1,4.9,1.06,9.9,1.6,0.561,0.104,0.05,63.9,15.0,healthy,0,61.2
00-0036929,2024,7,QB,PHI,79.6,0.0,0.0,14.2,0.0,7.9,6.3,2.1,11.0,2.3,0.447,0.134,-0.046,67.6,14.0,healthy,0,45.8
00-0036936,2024,7,WR,ATL,29.7,28.4,0.582,1.9,16.5,6.2,5.0,1.97,11.5,1.6,0.643,0.0,-0.048,64.1,9.0,healthy,0,36.6
00-0036939,2024,7,WR,NE,30.3,42.4,0.814,5.0,34.5,15.1,12.1,1.13,9.2,3.3,0.639,0.0,0.142,65.8,9.0,healthy,0,56.0
00-0036945,2024,7,QB,PIT,68.6,0.0,0.0,10.5,0.0,9.5,7.6,1.46,9.3,2.7,0.422,0.152,0.135,68.8,10.0,healthy,0,63.5
00-0036950,2024,7,RB,ATL,93.9,22.6,0.5,35.0,11.3,22.3,17.9,2.84,8.0,0.1,0.426,0.0,-0.041,58.3,9.0,healthy,0,58.9
00-0036955,2024,7,WR,LV,38.5,44.6,0.369,3.7,16.5,11.6,9.3,3.42,5.9,3.7,0.547,0.0,0.008,67.1,15.0,healthy,0,53.5
00-0036959,2024,7,WR,DEN,87.6,32.4,0.521,3.1,16.9,16.4,13.1,2.7,6.1,1.1,0.552,0.0,0.025,60.2,15.0,healthy,0,52.7
00-0036963,2024,7,WR,DET,61.5,35.5,0.592,2.5,21.0,18.7,14.9,1.67,9.2,2.5,0.646,0.0,0.006,62.0,15.0,healthy,0,55.6
00-0036970,2024,7,TE,ATL,25.2,26.9,0.601,2.0,16.2,23.0,18.4,1.05,4.1,0.4,0.354,0.0,0.053,58.6,13.0,healthy,0,38.6
00-0036971,2024,7,QB,JAX,73.9,0.0,0.0,11.5,0.0,6.5,5.2,1.57,6.5,2.6,0.438,-0.027,-0.039,67.1,14.0,healthy,0,63.1
00-0036972,2024,7,QB,JAX,51.5,0.0,0.0,9.8,0.0,2.0,1.6,2.68,3.2,0.7,0.378,-0.072,0.118,62.9,14.0,healthy,0,49.9
00-0036973,2024,7,RB,JAX,86.6,42.0,0.5,17.1,21.0,38.9,31.1,2.85,4.1,2.6,0.568,0.0,-0.021,70.1,8.0,healthy,0,49.8
00-0036980,2024,7,WR,CLE,69.8,42.1,0.245,2.8,10.3,19.8,15.9,2.59,4.3,0.8,0.429,0.0,0.016,58.4,10.0,healthy,0,64.2
00-0036984,2024,7,RB,IND,69.8,26.6,0.5,27.6,13.3,38.8,31.1,1.23,5.8,0.8,0.587,0.0,0.054,65.2,9.0,healthy,0,42.0
